Ingredient code,Ingredient description,ingredient_clean,taxon_clean,Similarity,Level.code,taxon.food.description
14026,"Beverages, THE COCA-COLA COMPANY, NOS Zero, energy drink, sugar-free with guarana, fortified with vitamins B6 and B12",fortified company beverage drink free energy coca no vitamin the sugar guarana b6 b12 zero cola,function beverage drink energy sport formulated nutrition,0.423,95,Formulated nutrition beverages energy drinks sports drinks function
14028,"Beverages, Whiskey sour mix, bottled",beverage mix bottled sour whiskey,water bottled,0.464,940,Water not bottled
14030,"Beverages, THE COCA-COLA COMPANY, NOS energy drink, Original, grape, loaded cherry, charged citrus, fortified with vitamins B6 and B12",fortified grape company original beverage loaded charged drink vitamin energy coca no the b6 cherry b12 citrus cola,function beverage drink energy sport formulated nutrition,0.42,95,Formulated nutrition beverages energy drinks sports drinks function
14031,"Beverages, water, bottled, yumberry, pomegranate with anti-oxidants, zero calories",beverage bottled water oxidant calorie anti zero pomegranate yumberry,pomegranate,0.487,63145,Pomegranate
14033,"Beverages, ABBOTT, EAS whey protein powder",beverage powder whey ea protein abbott,high bread protein,0.446,51123,Bread high protein
14034,"Alcoholic beverage, creme de menthe, 72 proof",beverage menthe de creme alcoholic 72 proof,beverage alcoholic,0.668,93,Alcoholic beverages
14035,"Beverages, ABBOTT, EAS soy protein powder",beverage powder soy ea protein abbott,high bread protein,0.447,51123,Bread high protein
14036,"Beverages, CYTOSPORT, Muscle Milk, ready-to-drink",milk muscle beverage drink cytosport ready,drink sport,0.46,9532,Sports drinks
14037,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",rum beverage vodka gin all alcoholic distilled whiskey 80 proof,beverage alcoholic,0.549,93,Alcoholic beverages
14038,"Beverages, OCEAN SPRAY, Cran-Energy, Cranberry Energy Juice Drink",cranberry beverage cran ocean drink energy juice spray,cranberry,0.606,62109,Cranberries
14041,"Beverages, NESTLE, Boost plus, nutritional drink, ready-to-drink",plus nutritional beverage boost drink ready nestle,nutrition drink,0.59,951,Nutrition drinks
14044,"Beverages, SLIMFAST, Meal replacement,  High Protein Shake, Ready-To-Drink, 3-2-1 plan",replacement high 3 slimfast beverage drink meal plan protein ready 2 1 shake,butter replacement,0.504,81106,Butter replacement
14045,"Beverages, UNILEVER, SLIMFAST, meal replacement, regular, ready-to-drink,  3-2-1 Plan",replacement 3 slimfast beverage regular drink meal plan ready 2 1 unilever,butter replacement,0.506,81106,Butter replacement
14047,"Beverages, UNILEVER, SLIMFAST Shake Mix, powder, 3-2-1 Plan",3 slimfast beverage powder mix plan 2 1 unilever shake,beverage sugar sweet,0.375,9,Sugars Sweets and Beverages
14050,"Alcoholic beverage, distilled, rum, 80 proof",rum beverage alcoholic distilled 80 proof,beverage alcoholic,0.688,93,Alcoholic beverages
14054,"Beverages, almond milk, chocolate, ready-to-drink",milk beverage almond drink ready chocolate,milk almond,0.596,1135,Milk almond
14055,"Beverages, UNILEVER, SLIMFAST Shake Mix, high protein, whey powder, 3-2-1 Plan,",high 3 slimfast beverage powder mix whey plan protein 2 1 unilever shake,high bread protein,0.434,51123,Bread high protein
14056,"Beverages, Acai berry drink, fortified",fortified beverage drink acai berry,fruit fortified calcium drink juice flavored,0.493,9258,Fruit juice drinks and fruit flavored drinks fortified with calcium
14057,"Alcoholic beverage, wine, dessert, sweet",beverage wine dessert alcoholic sweet,beverage alcoholic,0.761,93,Alcoholic beverages
14058,"Beverages, Whey protein powder isolate",isolate beverage powder whey protein,high bread protein,0.441,51123,Bread high protein
14059,"Beverages, KELLOGG'S, SPECIAL K Protein Shake",special beverage k protein kellogg shake,high bread protein,0.39,51123,Bread high protein
14060,"Beverages, Energy Drink with carbonated water and high fructose corn syrup",fructose high beverage corn drink energy water syrup carbonated,carbonated juice drink,0.499,9243,Carbonated juice drinks
14061,"Beverages, Energy Drink, sugar free",beverage free drink energy sugar,drink energy,0.692,9531,Energy drinks
14062,"Beverages, ABBOTT, ENSURE, Nutritional Shake, Ready-to-Drink",ensure nutritional beverage drink ready abbott shake,nutrition drink,0.571,951,Nutrition drinks
14063,"Beverages, chocolate powder, no sugar added",added beverage powder sugar chocolate,beverage sugar sweet,0.595,9,Sugars Sweets and Beverages
14064,"Beverages, Orange juice, light, No pulp",orange pulp beverage light juice,juice tangerine orange blend,0.503,6121,Orange tangerine or juice blend
14065,"Beverages, The COCA-COLA company, Hi-C Flashin' Fruit Punch",fruit hi company beverage flashin coca punch the c cola,fruit chocolate pancake,0.419,55103,Pancakes with fruit or chocolate
14066,"Beverages, Protein powder whey based",beverage powder based whey protein,high bread protein,0.443,51123,Bread high protein
14067,"Beverages, Protein powder soy based",beverage powder based soy protein,high bread protein,0.445,51123,Bread high protein
14068,"Beverages, KELLOGG'S SPECIAL K20 protein powder",special beverage powder k20 protein kellogg,high bread protein,0.358,51123,Bread high protein
14079,"Beverages, yellow green colored citrus soft drink with caffeine",beverage colored yellow soft drink green caffeine citrus,soft drink,0.443,9240,Soft drink NS
14084,"Alcoholic beverage, wine, table, all",table beverage wine all alcoholic,beverage alcoholic,0.86,93,Alcoholic beverages
14090,"Beverages, Coconut water, ready-to-drink, unsweetened",coconut beverage drink water ready unsweetened,coconut beverage,0.649,424,Coconut beverages
14091,"Beverages, almond milk, unsweetened, shelf stable",milk shelf beverage almond unsweetened stable,milk almond,0.512,1135,Milk almond
14092,"Beverages, Chocolate Almond milk, unsweetened, shelf-stable, fortified with vitamin D2 and E",milk fortified shelf beverage almond vitamin e d2 chocolate unsweetened stable,milk chocolate white,0.423,91705,Milk or white chocolate
14093,"Beverages, The COCA-COLA company, Glaceau Vitamin Water, Revive Fruit Punch,fortified with vitamins C, B3, B5,, B6, B12, potas, Mg, Ca MS 8/6/15",fortified company glaceau vitamin coca punch water the b5 b6 cola fruit 8615 revive b3 beverage potas b12 ca mg m c,coconut beverage,0.326,424,Coconut beverages
14096,"Alcoholic beverage, wine, table, red",table beverage wine alcoholic red,beverage alcoholic,0.869,93,Alcoholic beverages
14106,"Alcoholic beverage, wine, table, white",table beverage wine white alcoholic,beverage alcoholic,0.82,93,Alcoholic beverages
14119,"Beverages, Mixed vegetable and fruit juice drink, with added nutrients",fruit beverage added drink juice nutrient vegetable mixed,juice mixed vegetable,0.684,7513,Mixed vegetable juice
14121,"Beverages, Carbonated beverage, club soda",carbonated club beverage soda,water noncarbonated,0.519,94,Water noncarbonated
14130,"Carbonated beverage, cream soda",carbonated cream beverage soda,water noncarbonated,0.549,94,Water noncarbonated
14136,"Beverages, carbonated beverage, ginger ale",carbonated ale ginger beverage,water noncarbonated,0.527,94,Water noncarbonated
14143,"Beverages, Carbonated beverage, low calorie, other than cola or pepper,  without caffeine",pepper beverage without other caffeine low carbonated calorie cola than,functional other beverage,0.407,9534,Other functional beverages
14145,"Beverages, Carbonated beverage, SPRITE, lemon-lime, without caffeine",beverage without sprite lime caffeine carbonated lemon,decaffeinated coffee,0.446,9211,Coffee decaffeinated
14146,"Beverages, Carbonated beverage, low calorie, cola or pepper-type, with aspartame, without caffeine",pepper beverage aspartame without type caffeine low carbonated calorie cola,aspartame,0.425,91201,Aspartame
14147,"Beverages, carbonated beverage, cola, without caffeine",beverage without caffeine carbonated cola,decaffeinated coffee,0.518,9211,Coffee decaffeinated
14148,"Beverages, carbonated, cola, regular",carbonated cola beverage regular,water noncarbonated,0.532,94,Water noncarbonated
14149,"Beverages, Carbonated beverage, reduced sugar, cola, contains caffeine and sweeteners",beverage sweetener reduced sugar contains caffeine carbonated cola,beverage sugar sweet,0.559,9,Sugars Sweets and Beverages
14151,"Beverages, Carbonated beverage, low calorie, other than cola or pepper, with aspartame, contains caffeine",pepper beverage aspartame other contains low carbonated calorie caffeine cola than,candy containing coffee caramel,0.418,91703,Caramel or coffee containing candy
14154,"Beverages, Energy drink, RED BULL",beverage drink energy red bull,drink energy,0.709,9531,Energy drinks
14155,"Beverages, Carbonated beverage, tonic water",carbonated water tonic beverage,water noncarbonated,0.694,94,Water noncarbonated
14156,"Beverages, Energy drink, RED BULL, sugar free, with added caffeine, niacin, pantothenic acid, vitamins B6 and B12",niacin pantothenic beverage added acid drink free energy vitamin sugar caffeine red b6 b12 bull,drink energy,0.413,9531,Energy drinks
14157,"Beverages, Carbonated beverage, root beer",carbonated beer root beverage,water noncarbonated,0.557,94,Water noncarbonated
14162,"Beverages, Apple juice drink, light, fortified with vitamin C",fortified beverage light drink vitamin juice apple c,fruit high drink vitamin juice flavored c,0.586,9253,Fruit juice drinks and fruit flavored drinks with high vitamin C
14163,"Beverages, chocolate drink, milk and soy based, ready to drink, fortified",milk fortified beverage based drink soy ready chocolate,water fortified bottled,0.467,942,Water bottled fortified
14167,"Beverages, POWERADE, Zero, Mixed Berry",powerade beverage berry zero mixed,berry,0.447,632,Berries
14171,"Beverages, coconut milk, sweetened, fortified with calcium, vitamins A, B12, D2",milk coconut fortified calcium beverage sweetened vitamin d2 b12,coconut beverage,0.493,424,Coconut beverages
14174,"Beverages, Lemonade fruit juice drink light, fortified with vitamin E and C",fruit fortified beverage light drink vitamin juice e lemonade c,fruit high drink vitamin juice flavored c,0.627,9253,Fruit juice drinks and fruit flavored drinks with high vitamin C
14179,"Beverages, coffee, ready to drink, milk based, sweetened",milk coffee beverage based sweetened drink ready,presweetened coffee,0.626,9213,Coffee presweetened
14185,"Beverages, tea, Oolong, brewed",tea oolong beverage brewed,beverage sugar sweet,0.441,9,Sugars Sweets and Beverages
14189,"Beverages, The COCA-COLA company, Minute Maid, Lemonade",company beverage coca the maid lemonade cola minute,coconut beverage,0.477,424,Coconut beverages
14190,"Beverages, tea, green, ready-to-drink, diet",tea diet beverage drink green ready,beet green,0.478,72101,Beet greens
14192,"Beverages, Cocoa mix, powder",cocoa powder mix beverage,coconut beverage,0.619,424,Coconut beverages
14196,"Beverages, Cocoa mix, no sugar added, powder",cocoa added beverage powder mix sugar,beverage sugar sweet,0.585,9,Sugars Sweets and Beverages
14199,"Beverages, tea, black, ready-to-drink, lemon, sweetened",tea beverage sweetened drink black ready lemon,beverage sugar sweet,0.519,9,Sugars Sweets and Beverages
14201,"Beverages, coffee, brewed, prepared with tap water, decaffeinated",tap coffee beverage prepared water decaffeinated brewed,decaffeinated coffee,0.748,9211,Coffee decaffeinated
14202,"Beverages, coffee, brewed, espresso, restaurant-prepared, decaffeinated",coffee restaurant beverage prepared espresso decaffeinated brewed,decaffeinated coffee,0.641,9211,Coffee decaffeinated
14203,"Beverages, coffee, instant, regular, half the caffeine",instant coffee beverage regular the caffeine half,instant coffee,0.649,92104,Coffee instant
14204,"Beverages, coffee and cocoa, instant, decaffeinated, with whitener and low calorie sweetener",cocoa instant coffee beverage whitener sweetener decaffeinated low calorie,decaffeinated coffee,0.66,9211,Coffee decaffeinated
14206,"Beverages, tea, green, ready-to-drink, sweetened",tea beverage sweetened drink green ready,beverage sugar sweet,0.575,9,Sugars Sweets and Beverages
14207,"Beverages, tea, ready-to-drink, lemon, diet",tea diet beverage drink ready lemon,lemon,0.472,61113,Lemon
14209,"Coffee, brewed, prepared with tap water",tap coffee prepared water brewed,coffee,0.523,921,Coffee
14210,"Beverages, coffee, brewed, espresso, restaurant-prepared",coffee restaurant beverage prepared espresso brewed,presweetened coffee,0.481,9213,Coffee presweetened
14211,"Beverages, tea, black, ready-to-drink, lemon, diet",tea diet beverage drink black ready lemon,black bread,0.469,51407,Bread black
14214,"Beverages, coffee, instant, regular, powder",instant coffee beverage regular powder,instant coffee,0.657,92104,Coffee instant
14216,"Beverages, aloe vera juice drink, fortified with Vitamin C",vera fortified beverage drink vitamin juice aloe c,fruit fortified calcium drink juice flavored,0.546,9258,Fruit juice drinks and fruit flavored drinks fortified with calcium
14218,"Beverages, coffee, instant, decaffeinated, powder",instant coffee beverage powder decaffeinated,decaffeinated coffee,0.802,9211,Coffee decaffeinated
14224,"Beverages, coffee, instant, mocha, sweetened",instant coffee beverage sweetened mocha,instant coffee,0.648,92104,Coffee instant
14236,"Beverages, coffee substitute, cereal grain beverage, powder",coffee beverage substitute powder cereal grain,coffee substitute,0.728,922,Coffee substitutes
14237,"Beverages, coffee substitute, cereal grain beverage, prepared with water",coffee beverage substitute cereal prepared water grain,coffee substitute,0.69,922,Coffee substitutes
14239,"Alcoholic beverages, malt beer, hard lemonade",malt beverage alcoholic beer lemonade hard,beverage alcoholic,0.726,93,Alcoholic beverages
14242,"Cranberry juice cocktail, bottled",juice cranberry bottled cocktail,cocktail,0.596,933,Cocktails
14247,"Beverages, tea, black, ready to drink",tea beverage drink black ready,black bread,0.561,51407,Bread black
